FECHA;PRECTOTCORR;ALLSKY_SFC_SW_DWN
20090424;2,14;18,48
20090425;0,42;22,21
20090426;0;24,56
20090427;0;23,19
20090428;0,02;18,6
20090429;0,3;18,64
20090430;14,43;14,24
20090501;3,71;6,76
20090502;0;17,39
20090503;0,26;8,53
20090504;2,54;11,4
20090505;22,88;18,82
20090506;2,2;18,89
20090507;0,26;18,98
20090508;0,29;17,05
20090509;0,17;18,15
20090510;0;23,78
20090511;0;19,53
20090512;0;22,57
20090513;0;19,21
20090514;0,54;22,5
20090515;0,6;15,41
20090516;23,5;17,54
20090517;5,97;16,88
20090518;0,01;16,91
20090519;0,22;23,01
20090520;0,73;21,17
20090521;0,24;17,77
20090522;0,14;21,59
20090523;0,09;16,95
20090524;1,04;20,24
20090525;1,02;21,52
20090526;0,23;24,01
20090527;0;23,53
20090528;0;24,1
20090529;0,12;23,05
20090530;0,01;24,27
20090531;0;24,97
20090601;0;24,74
20090602;0;23,38
20090603;0,13;21,52
20090604;1,23;17,38
20090605;0,75;18,06
20090606;0,26;21,22
20090607;0,39;13,55
20090608;0,68;19,04
20090609;4,73;22,37
20090610;2,55;13,57
20090611;0,85;17,16
20090612;2,77;19,67
20090613;11,33;16,6
20090614;6,13;17,38
20090615;0,57;21,28
20090616;0,33;21,04
20090617;3,35;17,01
20090618;0,43;21,18
20090619;1,68;20,48
20090620;1,14;20,65
20090621;0,04;18,86
20090622;29,53;12,44
20090623;8,8;15,82
20090624;0,4;23,14
20090625;0,17;19,3
20090626;2,93;20,45
20090627;9,55;23,63
20090628;11,68;19,74
20090629;4,11;14,83
20090630;0,22;14,93
20090701;0,29;21,15
20090702;0,05;21,22
20090703;0,11;24,41
20090704;0,06;20,07
20090705;0,38;21,21
20090706;0,15;19,69
20090707;0,01;24,07
20090708;4,21;22,85
20090709;0,74;7,35
20090710;0,73;18,84
20090711;0,29;21,63
20090712;0,01;20,78
20090713;0,07;24,07
20090714;0,03;24,9
20090715;1,03;19,1
20090716;0,73;21,36
20090717;0,87;19,69
20090718;0,21;22,71
20090719;1,48;22,72
20090720;0,15;18,91
20090721;1,85;18,16
20090722;1,18;21,28
20090723;0,27;20,39
20090724;0,01;25,61
20090725;0;24,83
20090726;0;25,16
20090727;0,14;23,44
20090728;0,25;23,17
20090729;1,81;21,76
20090730;0,25;22,28
20090731;0,3;19,86
20090801;0,02;21,69
20090802;0,06;22,53
20090803;0,07;23,86
20090804;0,85;22,33
20090805;0,72;21,15
20090806;1,1;16,47
20090807;5,12;15,12
20090808;2,67;14,29
20090809;0,18;20,93
20090810;0,01;24,24
20090811;0,16;19,47
20090812;0;22,15
20090813;0;22,35
20090814;2,84;8,55
20090815;1,98;20,21
20090816;9,6;19,01
20090817;13,65;16,59
20090818;2,97;19,93
20090819;0,01;25,16
20090820;0,56;23,44
20090821;0,38;21,26
20090822;1,55;23,46
20090823;0,95;18,12
20090824;0,15;22,78
20090825;0,1;22,6
20090826;0,11;17,66
20090827;21;23,75
20090828;0,08;23,94
20090829;0,52;22,46
20090830;0,41;20,65
20090831;0,01;25,71
20090901;0,14;23,62
20090902;0,14;23,27
20090903;0,01;21,82
20090904;1,39;16,7
20090905;0,16;25,28
20090906;0;25
20090907;0,13;24,72
20090908;0,03;19,48
20090909;0,03;20,57
20090910;0,46;18,98
20090911;0,06;23,24
20090912;0,43;19,73
20090913;1,37;19,9
20090914;1,79;23,3
20090915;19,63;15,44
20090916;7,18;15,91
20090917;0,62;15
20090918;0,08;19,96
20090919;0,01;21,96
20090920;0,17;21,02
20090921;0,8;21,28
20090922;0,09;19,45
20090923;0;21,32
20090924;0;23,94
20090925;0;23,43
20090926;0,06;19,8
20090927;1,35;23,4
20090928;0,82;20,47
20090929;0;24,25
20090930;0;24,47
20091001;0;21,55
20091002;5,02;19,04
20091003;12,99;11,41
20091004;1,27;15,95
20091005;1,62;21,21
20091006;2,53;22,24
20091007;0,32;19,65
20091008;0,03;16,92
20091009;0;21,84
20091010;0,88;16,87
20091011;2,58;20,3
20091012;0,04;20,58
20091013;0,01;20,36
20091014;0,01;20,64
20091015;1,39;20,26
20091016;5,39;11,24
20091017;0,01;20,81
20091018;1,55;19,84
20091019;0,58;18,95
20091020;1,16;18,73
20091021;0,62;19,72
20091022;0,14;18,76
20091023;6,89;18,15
20091024;4;9,75
20091025;0,04;17,3
20091026;0;21,88
20091027;6,57;21,26
20091028;0,99;18,26
20091029;1,91;19,56
20091030;3,43;16,78
20091031;3,16;19,91
20091101;0,5;20,38
20091102;3,81;19,77
20091103;15,61;16,22
20091104;5,98;15,02
20091105;13,71;16,96
20091106;19,86;16,02
20091107;8,33;17,94
20091108;0,54;17,09
20091109;0,03;17,47
20091110;0,12;19,65
20091111;0,24;19,63
20091112;0,41;18,7
20091113;0,2;18,07
20091114;3,92;14,25
20091115;1,05;17,21
20091116;0,01;19,15
20091117;0,07;13,56
20091118;0,07;16,38
20091119;0,02;18,64
20091120;0,03;19,99
20091121;0,02;19,61
20091122;0;20,07
20091123;0,07;18,09
20091124;11,83;18,25
20091125;2,03;17,19
20091126;0,06;18,91
20091127;0,03;20,03
20091128;0,61;16,16
20091129;0,14;19,68
20091130;0;19,47
20091201;0;18,82
20091202;0;19,61
20091203;0;20,97
20091204;0;20,81
20091205;0,02;20,02
20091206;0;21,36
20091207;0;19,18
20091208;0,46;18,27
20091209;0,05;18,94
20091210;0,02;17,37
20091211;0,76;19,47
20091212;0,07;19,07
20091213;0,81;21,21
20091214;0,13;19,52
20091215;0;21,12
20091216;0;20,15
20091217;0;19,99
20091218;0;20,32
20091219;1,57;18,69
20091220;0,28;16,85
20091221;1,34;13,1
20091222;0,3;16,12
20091223;3,59;15,5
20091224;0,63;9,94
20091225;6,01;18,67
20091226;1,54;15,63
20091227;0,09;16,27
20091228;0,01;19,62
20091229;0,06;20,98
20091230;0,03;20,52
20091231;0;20,88
20100101;0;21
20100102;0;21,59
20100103;0;21,69
20100104;0;21,28
20100105;0;21,09
20100106;0;18,45
20100107;0;20,23
20100108;0;20,86
20100109;0;20,6
20100110;0;21,08
20100111;0;21,33
20100112;0,01;20,66
20100113;0,25;17,09
20100114;0,01;19,54
20100115;0;21,23
20100116;0;21,57
20100117;0;21,61
20100118;0;22,3
20100119;0;21,59
20100120;0;21,53
20100121;0;21,95
20100122;0;22,31
20100123;0;21,33
20100124;0;19,92
20100125;0;18,42
20100126;0;21,86
20100127;0,02;22,45
20100128;0,37;20,51
20100129;0,07;18,74
20100130;0;21,41
20100131;0;21,26
20100201;0;22,15
20100202;0;22,72
20100203;0;21,73
20100204;0;19,69
20100205;0;20,7
20100206;0;21,6
20100207;0;22,64
20100208;0;20,36
20100209;0,12;22,92
20100210;0,03;21,2
20100211;0,79;21,32
20100212;0,23;23,13
20100213;0;23,5
20100214;0,18;19,76
20100215;0,67;20,17
20100216;0;23,09
20100217;0;21,11
20100218;0;21,88
20100219;0,02;18,21
20100220;0,01;19,08
20100221;0,01;20,41
20100222;0;20,66
20100223;0;18,66
20100224;4,17;18,99
20100225;4,19;15,78
20100226;0,65;17,55
20100227;0;17,98
20100228;0;19,47
20100301;0;19,63
20100302;0;20,72
20100303;0,09;18,26
20100304;0,03;17,33
20100305;0,03;17,28
20100306;0,02;16,76
20100307;0,01;19,02
20100308;1,45;19,97
20100309;1,65;16,55
20100310;0,18;18,68
20100311;0,13;18,35
20100312;0,31;19,77
20100313;0,03;21,89
20100314;0;22,39
20100315;0;21,87
20100316;1,38;18,36
20100317;7,15;12,39
20100318;12,91;13,34
20100319;1,12;15,42
20100320;0;22,08
20100321;0;23,73
20100322;0;23,24
20100323;0;26,54
20100324;0;23,72
20100325;0;23,67
20100326;0;23,59
20100327;0;22,3
20100328;0;22,31
20100329;0,05;23,14
20100330;0,99;22,44
20100331;0,19;20,49
20100401;0,02;19,03
20100402;0;20,12
20100403;0,01;20,76
20100404;37,79;16,17
20100405;12,65;13,65
20100406;0,94;13,31
20100407;0,41;17,99
20100408;0,72;21,3
20100409;0,33;18,59
20100410;6,16;16,88
20100411;3,37;20,27
20100412;4,43;14,68
20100413;2,09;15,53
20100414;1,63;10,33
20100415;0,57;14,75
20100416;0,21;18,79
20100417;0,84;17,36
20100418;0,25;21,2
20100419;0,07;13,06
20100420;21;19,59
20100421;6,04;16,72
20100422;0;20,59
20100423;0;24,58
20100424;0,09;20,45
20100425;0,78;19,92
20100426;0,15;19,91
20100427;0,77;18,53
20100428;2,44;16,46
20100429;1,15;21,96
20100430;0,09;24,61
20100501;0;23,84
20100502;0,02;23,37
20100503;0;22,18
20100504;1,61;21,54
20100505;0,28;24,12
20100506;0,01;26,23
20100507;0;22,61
20100508;10,47;21,59
20100509;1,77;14,22
20100510;4,22;18,14
20100511;2,89;14,56
20100512;0,69;20,05
20100513;5,6;16,17
20100514;1,38;21,46
20100515;1,05;15,65
20100516;0,02;22,33
20100517;0,02;23,75
20100518;0,92;20,7
20100519;0,72;19,97
20100520;2,9;18,51
20100521;0,81;16,2
20100522;4,27;21,77
20100523;0,95;16,44
20100524;0,69;18,5
20100525;2,23;13,64
20100526;3,7;8,66
20100527;3,46;9,83
20100528;8,98;15,03
20100529;3,2;19,07
20100530;2,01;22,26
20100531;1,01;21,92
20100601;2,84;12,19
20100602;0,31;24,46
20100603;0,18;23,69
20100604;0,21;24,46
20100605;0,28;21,95
20100606;0,05;18,96
20100607;1,46;10,86
20100608;4,81;16,78
20100609;0,64;15,96
20100610;2,63;20,88
20100611;1,26;13,68
20100612;0,29;21,35
20100613;2,27;13,78
20100614;2,77;13,38
20100615;3,28;14,85
20100616;2,04;20,28
20100617;0,59;15,81
20100618;0,05;20,78
20100619;3,72;22,04
20100620;17,69;14,41
20100621;15,23;20,53
20100622;8,72;14,74
20100623;6,73;22,63
20100624;5,71;21,63
20100625;1,89;17,27
20100626;0,2;22,67
20100627;2,07;17,62
20100628;1,91;13,61
20100629;0,29;21,15
20100630;0,05;23,31
20100701;0,26;21,3
20100702;0,26;13,12
20100703;0,25;20,46
20100704;0,06;23,88
20100705;0,97;23,38
20100706;3,5;10,64
20100707;3,49;20,92
20100708;5,7;12,5
20100709;0,4;20,52
20100710;0,72;22,58
20100711;0,77;17,25
20100712;0,06;20,66
20100713;0,24;20,14
20100714;0,35;21,5
20100715;2,49;18,67
20100716;7,73;10,37
20100717;36,68;18,5
20100718;5,59;20,31
20100719;0,08;22,96
20100720;1,49;21,98
20100721;3,4;23,15
20100722;4,82;21,61
20100723;1,58;20,89
20100724;0,01;22,83
20100725;0,48;21,78
20100726;0,13;22,82
20100727;0;14,73
20100728;0,49;16,19
20100729;3,78;17,74
20100730;1,64;20,76
20100731;1,5;19,79
20100801;2,39;18,34
20100802;1,32;21,63
20100803;0,82;16,21
20100804;4,24;20,52
20100805;0,59;20,97
20100806;0,36;18,53
20100807;7,13;20,55
20100808;0,69;23,42
20100809;2,25;20,86
20100810;1,36;20,8
20100811;5,02;16,56
20100812;1,95;21,9
20100813;4,83;16,61
20100814;0,6;17,87
20100815;5,84;22,95
20100816;1,02;23,56
20100817;1,58;19,19
20100818;12,39;19,07
20100819;2,93;18,22
20100820;0,29;21,4
20100821;0,16;18
20100822;0,15;17,12
20100823;0,9;22,01
20100824;1,36;16,96
20100825;0,78;15,08
20100826;2,09;13,94
20100827;0,57;17,11
20100828;2,95;22,07
20100829;0,99;23,41
20100830;1,69;23,14
20100831;1,96;20,62
20100901;1,99;17,47
20100902;0,94;21,14
20100903;0,99;20,55
20100904;1,86;22,69
20100905;2,24;17,51
20100906;3,47;20,39
20100907;11,25;20,35
20100908;6,36;17,86
20100909;3,93;22,85
20100910;1,13;19,81
20100911;1,83;21,33
20100912;10,16;22,15
20100913;2,79;22,57
20100914;2,92;20,21
20100915;1,33;21,8
20100916;0,88;19,47
20100917;0,8;15,52
20100918;1,66;12,74
20100919;7,61;15,45
20100920;6,39;16,21
20100921;6,97;20,52
20100922;3,26;17,46
20100923;4,84;20,03
20100924;7,44;13,41
20100925;11,18;19,46
20100926;2,87;16,29
20100927;4,52;18,13
20100928;1,36;16,8
20100929;0,96;18,19
20100930;1,78;12,97
20101001;1,47;13,3
20101002;1,24;19,48
20101003;2,82;18,65
20101004;4,58;18,57
20101005;3,25;17,95
20101006;16,86;21,56
20101007;4,49;17,01
20101008;0,77;17,53
20101009;0,55;20,87
20101010;2,6;18,73
20101011;0,42;22,18
20101012;0,01;22,74
20101013;0,01;23,37
20101014;1,16;20,79
20101015;22,31;19,07
20101016;4,13;19,84
20101017;3,71;20,3
20101018;2,89;16,19
20101019;1,17;21,08
20101020;0,12;21,85
20101021;0,16;22,09
20101022;0,78;14,37
20101023;2,42;19,12
20101024;1,29;19,69
20101025;0,77;18,07
20101026;0,16;20,05
20101027;0,77;19,12
20101028;0,08;20,41
20101029;3,55;18,87
20101030;3,5;16,54
20101031;0,3;20,39
20101101;3,34;17,97
20101102;2,15;15,24
20101103;4,55;12,63
20101104;2,29;13,01
20101105;1,75;14,05
20101106;3,29;14,75
20101107;3,4;12,82
20101108;0,8;17,68
20101109;4,63;15,75
20101110;5,73;12,77
20101111;1,57;16,96
20101112;8,4;15,14
20101113;3,51;14,5
20101114;7,93;9,69
20101115;9,14;13,13
20101116;4,21;13,34
20101117;14,01;18,86
20101118;3,14;14,28
20101119;0,58;17,86
20101120;0,99;17,75
20101121;6,32;17,02
20101122;10,12;17,81
20101123;4,97;19,66
20101124;5;19,07
20101125;6,4;16,82
20101126;3,38;12,42
20101127;14,75;12,65
20101128;10,08;15,05
20101129;2,99;13,18
20101130;14,05;12,86
20101201;12,14;17,53
20101202;2,62;15,27
20101203;18,61;10,87
20101204;18,07;7,01
20101205;0,37;14,04
20101206;3,08;17,12
20101207;2,08;17,18
20101208;0,21;10,45
20101209;1,5;17,98
20101210;1,65;16,41
20101211;2,43;18,66
20101212;0,39;16,92
20101213;1,9;14,46
20101214;3,81;12,23
20101215;0,77;15,03
20101216;0;17,26
20101217;0,63;16,92
20101218;0,22;17,99
20101219;1,31;14,53
20101220;0,25;19,43
20101221;0,01;16,4
20101222;0,3;17,87
20101223;0,25;19,34
20101224;1,21;16,66
20101225;0,55;14,62
20101226;1,07;14,69
20101227;0,63;17,54
20101228;2,48;16,07
20101229;0,47;17,5
20101230;0,09;17,3
20101231;0,08;21,1
20110101;0,09;14,34
20110102;7,54;16,12
20110103;1,71;16,8
20110104;17,38;15,01
20110105;1,86;18,5
20110106;0,09;18,05
20110107;0,53;17,78
20110108;0,08;15,51
20110109;0,02;16,63
20110110;1,04;17,63
20110111;0,47;20,91
20110112;0,04;22,28
20110113;0,04;20,33
20110114;0;18,77
20110115;0;18,51
20110116;0,03;20,89
20110117;0,05;20,58
20110118;0;20,95
20110119;0,19;21,95
20110120;0,12;22,47
20110121;0,16;20,42
20110122;0;21,36
20110123;0,04;21,5
20110124;0,08;22,51
20110125;0,05;20,97
20110126;0,01;22,68
20110127;0,09;21,28
20110128;0,05;22,12
20110129;2,37;20,93
20110130;0,36;20,78
20110131;0,01;21,47
20110201;0;22,61
20110202;0,01;22,84
20110203;0,23;22,77
20110204;0,21;23,13
20110205;0,03;19,06
20110206;0;21,46
20110207;0;22,41
20110208;0,3;22,03
20110209;0,07;20,56
20110210;0,05;21,26
20110211;0;20,49
20110212;0,02;19,35
20110213;0,02;20,6
20110214;0,03;19,51
20110215;0,01;17,38
20110216;0,03;18,44
20110217;0,03;24,22
20110218;0,39;23,73
20110219;0,25;24,83
20110220;0,06;24,23
20110221;0;24,31
20110222;0;19,01
20110223;0,15;21,63
20110224;1,08;16,85
20110225;4,63;19
20110226;3,23;15,38
20110227;0,54;17,64
20110228;0,34;18,17
20110301;0,09;18,77
20110302;0,09;16,42
20110303;0,26;23,99
20110304;0,15;22,34
20110305;0,08;20,69
20110306;0,07;20,95
20110307;3,01;22,08
20110308;0,93;18,01
20110309;0,71;20,3
20110310;0,32;19,39
20110311;4,29;19,75
20110312;0,36;19,46
20110313;0,05;20,99
20110314;0,16;18,89
20110315;0,72;17,27
20110316;0,36;26,44
20110317;0,82;15,82
20110318;1,65;16,11
20110319;1,08;20,15
20110320;1,09;20,42
20110321;1,59;19,44
20110322;3,32;9,92
20110323;0,28;20,62
20110324;0,07;19,66
20110325;0,68;17,27
20110326;1,28;16,67
20110327;0,28;18,04
20110328;0,02;23,89
20110329;0;21,24
20110330;0,44;21,9
20110331;0,01;20,71
20110401;0,41;24,67
20110402;0,28;21,55
20110403;0,19;20,53
20110404;0,52;21,01
20110405;0,06;23,33
20110406;0,16;21,93
20110407;0,49;16,79
20110408;0,15;18,25
20110409;0,1;24,2
20110410;1,99;18,1
20110411;16,01;10,32
20110412;9,22;12,87
20110413;19,03;16,55
20110414;0,27;21,52
20110415;15,68;17,69
20110416;7,18;11,11
20110417;0,7;23,87
20110418;6,27;22,47
20110419;1,75;21,78
20110420;11,39;19,69
20110421;8,39;14,37
20110422;9,92;15,24
20110423;4,19;13,77
20110424;4,51;17,7
20110425;0,25;17,43
20110426;0,21;18,61
20110427;6,7;21,94
20110428;8,68;17,77
20110429;0,34;24,71
20110430;1,56;24,44
20110501;4,72;17,13
20110502;0,44;17,62
20110503;2,14;17,32
20110504;2,99;16,19
20110505;0,27;10,22
20110506;3,27;18,59
20110507;0,4;22,42
20110508;0,1;19,51
20110509;1,28;19,42
20110510;2,71;18,22
20110511;8,01;17,34
20110512;4,03;19,74
20110513;8,46;12,6
20110514;7,97;17,68
20110515;36,83;21,2
20110516;13,69;22,19
20110517;2,58;19,84
20110518;4,89;17,34
20110519;2,92;17,92
20110520;0,96;17,12
20110521;0,19;18,31
20110522;2,14;21,34
20110523;0,98;15,25
20110524;0,63;20,78
20110525;0,31;17,95
20110526;23,97;15,36
20110527;9,47;17,84
20110528;1,85;15,81
20110529;0,46;13,2
20110530;0,98;21,3
20110531;1,41;18,78
20110601;8,67;16,62
20110602;7,67;16,12
20110603;3,29;14,31
20110604;4,88;15,7
20110605;4,52;15,46
20110606;4,96;22,51
20110607;4,44;21,58
20110608;3,69;18,72
20110609;0,08;22,75
20110610;0,44;23,54
20110611;0,1;25,67
20110612;0,02;25,43
20110613;0,13;23,3
20110614;2,24;23,84
20110615;5,11;19,76
20110616;3,07;20,01
20110617;0,16;22,1
20110618;0,36;23,07
20110619;6,18;18,02
20110620;2,21;21,78
20110621;0,45;23,65
20110622;3,15;20,13
20110623;0,71;13,7
20110624;0,51;14,76
20110625;3,17;17,97
20110626;1,69;16,36
20110627;0,08;20,06
20110628;0,01;19,56
20110629;0,16;19,63
20110630;10,06;14,6
20110701;3,24;13,24
20110702;9,67;19,65
20110703;5,45;20,52
20110704;0,29;21,36
20110705;1;22,12
20110706;0,21;20,95
20110707;0,91;20,61
20110708;0,08;19,3
20110709;4,02;20,79
20110710;1,33;21,15
20110711;0,93;21,71
20110712;0,54;18,15
20110713;10,14;13,95
20110714;4,07;17,13
20110715;2,66;15,13
20110716;1,3;19,69
20110717;0;23,53
20110718;1,96;22,07
20110719;0,48;23,66
20110720;0,01;19,82
20110721;0;20,45
20110722;0,09;21,26
20110723;0,25;24,17
20110724;0,35;20,43
20110725;0,05;22,14
20110726;0;19,37
20110727;0,04;17,87
20110728;5,3;15,56
20110729;1,53;17,19
20110730;0,85;20,59
20110731;0,16;21,32
20110801;5,8;21,04
20110802;2,69;23,67
20110803;0,74;21,48
20110804;4,54;24,38
20110805;1,72;25,6
20110806;1,02;20,42
20110807;2,3;24,53
20110808;0,65;24,01
20110809;0;22,19
20110810;1;22,29
20110811;1,01;22,31
20110812;6,94;20,97
20110813;1,29;20,86
20110814;0,56;23,17
20110815;2,31;21,68
20110816;0,34;21,4
20110817;1,24;23,21
20110818;12,04;23,59
20110819;7,16;18,28
20110820;0,54;14,14
20110821;0,18;23,56
20110822;0,15;21,92
20110823;19,52;19,06
20110824;14,66;19,41
20110825;20,71;9,02
20110826;4,21;23,21
20110827;1,35;23,29
20110828;0,91;20,59
20110829;0,69;22,73
20110830;0,2;20,54
20110831;0,34;20,52
20110901;2,94;23,62
20110902;0,3;22,79
20110903;5,32;13,38
20110904;0;23,8
20110905;0,98;24,48
20110906;0,42;24,61
20110907;0,7;22,47
20110908;4,87;20,92
20110909;2,31;20,68
20110910;8,07;22,8
20110911;4,9;20,41
20110912;0,15;20,52
20110913;3,34;16,84
20110914;0,99;24,93
20110915;0,94;19,39
20110916;1,73;21,99
20110917;15,14;22,66
20110918;11,21;16,83
20110919;3,3;19,23
20110920;1,7;20,41
20110921;0,68;19,67
20110922;0,36;20,11
20110923;0,06;20,93
20110924;0,15;21,32
20110925;0,42;13,29
20110926;0,02;13,85
20110927;0;23,33
20110928;0;21,06
20110929;3,89;21,36
20110930;1,54;17,81
20111001;0,99;22,03
20111002;0,31;20,89
20111003;1,07;23,32
20111004;0,68;20,5
20111005;1,12;14,73
20111006;6,73;18,01
20111007;3,22;19,12
20111008;19,99;18,56
20111009;7,52;12,12
20111010;37,63;17,81
20111011;35,89;16,68
20111012;12,78;14,92
20111013;5,43;17,5
20111014;3,54;19,31
20111015;15,09;18,59
20111016;1,43;23,51
20111017;0,6;22,83
20111018;4,48;18,41
20111019;5,94;11,61
20111020;14,27;19,15
20111021;7,69;17,73
20111022;1,16;22,61
20111023;8,23;21,04
20111024;4,12;21,36
20111025;9,49;18,53
20111026;1,51;18,78
20111027;0,29;20,75
20111028;0,57;18,68
20111029;2,8;18,06
20111030;0,86;12,78
20111031;0,61;14,93
20111101;0,41;19,44
20111102;0,22;19,96
20111103;5,39;19,07
20111104;2,17;9,12
20111105;1,46;20,41
20111106;21,36;18,65
20111107;9,88;14,75
20111108;0,21;16,6
20111109;8,27;17,62
20111110;15,24;10,57
20111111;25,28;18,06
20111112;9,76;16,85
20111113;2,99;16,65
20111114;12,44;17,62
20111115;6,85;18,41
20111116;2,34;20,6
20111117;1,21;18,82
20111118;0,99;17,88
20111119;1,97;18,76
20111120;0,89;20,32
20111121;0,28;17,22
20111122;0,68;19,66
20111123;0,92;17,56
20111124;0,55;15,24
20111125;5,83;12,45
20111126;22,86;15,33
20111127;8,11;15,61
20111128;4,34;13,02
20111129;8,05;15,57
20111130;5,41;15,23
20111201;0,5;17,7
20111202;3,05;20,15
20111203;4,59;17,12
20111204;16,52;12,79
20111205;2,91;17,88
20111206;1,89;18,36
20111207;24,26;16,16
20111208;4,9;14,95
20111209;0,17;17,96
20111210;0,08;17,69
20111211;8,88;16,33
20111212;8,29;14,93
20111213;1,13;14,81
20111214;3,52;13,62
20111215;1,81;15,47
20111216;12,77;14,6
20111217;0,97;17,55
20111218;0,49;17,19
20111219;0,01;19,93
20111220;4,23;18,14
20111221;0,18;18,2
20111222;0,84;17,46
20111223;0,08;19,93
20111224;0,01;21,17
20111225;0,01;21,44
20111226;0,01;21,9
20111227;0;20,78
20111228;0,01;18,3
20111229;0,04;18,48
20111230;0,04;17,58
20111231;0,04;18,23
20120101;0,03;21,06
20120102;0;19,3
20120103;0,04;20,57
20120104;2,19;20,5
20120105;0,67;16,65
20120106;0,08;19,43
20120107;0,03;20,42
20120108;0;21,06
20120109;0,01;21,23
20120110;0,54;17,48
20120111;0,05;19,39
20120112;0,26;18,78
20120113;0,03;20,29
20120114;0,09;20,77
20120115;1,51;16,68
20120116;0,03;20,31
20120117;0,09;19,9
20120118;0,22;21,3
20120119;0,16;22,81
20120120;0,1;22,93
20120121;0,03;20,62
20120122;0,09;21,16
20120123;0,76;20,33
